NCESID,UD_SchooName,UD_StateProgram,UD_CountyName,UD_StateABV,UD_ZIP,Y14_data,Y14_GradeLevel_WithPreschool,UD_LocaleNum,UD_Locale,Y14_Enrollment_CAT,Y14_FreeReducedLunch_CAT,Y14_NONWHITE_CAT2,Y14_ImplementationLevel,Y14_UnifiedSportsComponent,Y14_YouthLeadershipComponent,Y14_WholeSchoolComponent,Y13_GradeLevel_WithPreschool,Y13_ImplementationLevel,Y13_NONWHITE_CAT2,Y13_data,Y13_UnifiedSportsComponent,Y13_YouthLeadershipComponent,Y13_WholeSchoolComponent
31491,SETON CATHOLIC PREPARATORY HIGH SCHOOL,Arizona,MARICOPA,AZ,85224,1,Other,21,Suburb: Large,777,777,777,Emerging,0,0,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
31811,NEW WAY ACADEMY,Arizona,MARICOPA,AZ,85008,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
32043,YUMA LUTHERAN SCHOOL,Arizona,YUMA,AZ,85365,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Developing School,11%-25%,1.00,1.00,0.00,1.00
70125,ST JOSEPH HIGH SCHOOL,Southern California,SANTA BARBARA,SCA,93455,0,#NULL!,22,Suburb: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
71424,CHAMINADE COLLEGE PREPARATORY - HIGH SCHOOL,Southern California,LOS ANGELES,SCA,91304,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
71446,NOTRE DAME HIGH SCHOOL,Southern California,Los Angeles,SCA,91423,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
71741,LOYOLA HIGH SCHOOL,Southern California,LOS ANGELES,SCA,90006,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
72111,CHAMINADE COLLEGE PREPARATORY - MIDDLE SCHOOL,Southern California,LOS ANGELES,SCA,91311,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
72315,WOODSIDE PRIORY SCHOOL,Northern California,SAN MATEO,NCA,94028,1,Other,21,-99,<500,777,777,Emerging,0,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
73498,MERCY HIGH SCHOOL,Northern California,SAN MATEO,NCA,94010,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
73771,SACRED HEART SCHOOLS ATHERTON,Northern California,SAN MATEO,NCA,94027,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
74902,DE LA SALLE HIGH SCHOOL,Northern California,CONTRA COSTA,NCA,94518,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
74913,CARONDELET HIGH SCHOOL,Northern California,CONTRA COSTA,NCA,94518,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
77721,CARDINAL NEWMAN HIGH SCHOOL,Northern California,SONOMA,NCA,95403,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
81476,BRENTWOOD SCHOOL,Southern California,LOS ANGELES,SCA,90049,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
81975,FLINTRIDGE PREPARATORY SCHOOL,Southern California,LOS ANGELES,SCA,91011,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
83451,CRYSTAL SPRINGS UPLANDS SCHOOL,Northern California,SAN MATEO,NCA,94010,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Emerging School,51%-75%,1.00,0.00,0.00,0.00
92058,WINDWARD SCHOOL,Southern California,LOS ANGELES,SCA,90066,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
208585,ALL SOULS CATHOLIC SCHOOL,Colorado,ARAPAHOE,CO,80113,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
249486,PADUA ACADEMY,Delaware,NEW CASTLE,DE,19806,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
249646,URSULINE ACADEMY (PK-12),Delaware,NEW CASTLE,DE,19806,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
249737,ST ANDREW'S SCHOOL,Delaware,NEW CASTLE,DE,19709,0,#NULL!,41,Rural: Fringe,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
252681,GONZAGA COLLEGE HIGH SCHOOL,Washington D.C.,DISTRICT OF COLUMBIA,DC,20001,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
253186,BEAUVOIR THE NATIONAL CATHEDRAL ELEMENTARY SCHOOL,Washington D.C.,DISTRICT OF COLUMBIA,DC,20016,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Elementary,Emerging School,26%-50%,1.00,0.00,0.00,0.00
257533,ST THOMAS AQUINAS HIGH SCHOOL,Florida,BROWARD,FL,33312,1,Other,12,City: Midsize,777,777,777,Emerging,0,1,1,Other,Full-implementation School,26%-50%,1.00,1.00,1.00,1.00
260819,ROCKY BAYOU CHRISTIAN SCHOOL,Florida,OKALOOSA,FL,32578,0,#NULL!,22,Suburb: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
297328,-99,Georgia,-99,GA,-99,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Emerging School,26%-50%,1.00,0.00,1.00,1.00
326678,SEABURY HALL,Hawaii,MAUI,HI,96768,0,#NULL!,31,Town: Fringe,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
330924,BISHOP KELLY HIGH SCHOOL,Idaho,ADA,ID,83709,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Emerging School,10% or less,1.00,0.00,0.00,0.00
339825,ST RITA OF CASCIA HIGH SCHOOL,Illinois,COOK,IL,60620,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Emerging School,26%-50%,1.00,1.00,0.00,0.00
340295,MARIAN CATHOLIC HIGH SCHOOL,Illinois,COOK,IL,60411,1,Other,21,Suburb: Large,777,777,777,Emerging,0,0,1,Other,Emerging School,51%-75%,1.00,0.00,0.00,0.00
345307,ST JOSEPH SCHOOL,Illinois,RICHLAND,IL,62450,1,Other,33,Town: Remote,777,777,777,Developing,1,1,0,Other,Full-implementation School,10% or less,1.00,1.00,1.00,1.00
349028,QUINCY NOTRE DAME HIGH SCHOOL,Illinois,ADAMS,IL,62301,0,#NULL!,33,Town: Remote,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
352187,ILLIANA CHRISTIAN HIGH SCHOOL,Indiana,LAKE,IN,46311,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
421277,SETON CATHOLIC HIGH SCHOOL,Indiana,WAYNE,IN,47374,0,#NULL!,32,Town: Distant,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
421674,ST LUKE ELEMENTARY SCHOOL,Indiana,MARION,IN,46260,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
421903,RONCALLI HIGH SCHOOL,Indiana,MARION,IN,46227,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
422124,BISHOP CHATARD,Indiana,MARION,IN,46220,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
422973,ST JOSEPH HIGH SCHOOL,Indiana,ST. JOSEPH,IN,46617,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
423048,MARIAN HIGH SCHOOL,Indiana,ST. JOSEPH,IN,46544,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
423944,CENTRAL CATHOLIC JR SR HIGH SCHOOL,Indiana,TIPPECANOE,IN,47909,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
424813,LAKELAND CHRISTIAN ACADEMY,Indiana,KOSCIUSKO,IN,46590,0,#NULL!,32,Town: Distant,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
538514,ST MICHAEL SPECIAL SCHOOL,Louisiana,ORLEANS,LA,70130,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
539868,CATHEDRAL CARMEL SCHOOL,Louisiana,LAFAYETTE,LA,70501,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
539981,TEURLINGS CATHOLIC HIGH SCHOOL,Louisiana,LAFAYETTE,LA,70501,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
540057,CATHOLIC HIGH SCHOOL,Louisiana,IBERIA,LA,70560,1,Other,21,Suburb: Large,777,777,777,Emerging,0,0,0,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
563416,LINCOLN ACADEMY,Maine,LINCOLN,ME,4553,1,Other,43,Rural: Remote,777,777,777,Full-implementation,1,1,1,Other,Emerging School,11%-25%,1.00,0.00,1.00,0.00
563482,FRYEBURG ACADEMY,Maine,Oxford,ME,40371,1,Other,42,Rural: Distant,501-1000,777,777,Full-implementation,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
563573,WASHINGTON ACADEMY,Maine,WASHINGTON,ME,4630,0,#NULL!,43,Rural: Remote,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
563868,THORNTON ACADEMY,Maine,YORK,ME,4072,1,Other,22,Suburb: Midsize,777,777,777,Full-implementation,1,1,1,Other,Emerging School,11%-25%,1.00,0.00,0.00,0.00
60133201984,-99,Northern California,-99,NCA,-99,0,#NULL!,#NULL!,-99,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Full-implementation School,777.00,1.00,1.00,1.00,1.00
601919,BISHOP CONNOLLY HIGH SCHOOL,Massachusetts,BRISTOL,MA,2720,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
602209,-99,Massachusetts,-99,MA,-99,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Emerging School,26%-50%,1.00,0.00,1.00,1.00
603315,THAYER ACADEMY,Massachusetts,NORFOLK,MA,2184,1,Other,21,Suburb: Large,777,777,777,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
603494,TRINITY CHRISTIAN ACADEMY,Massachusetts,BARNSTABLE,MA,2630,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
603541,RIVERVIEW SCHOOL,Massachusetts,BARNSTABLE,MA,2537,1,Other,22,Suburb: Midsize,777,777,777,Developing,1,0,1,Other,Emerging School,10% or less,1.00,0.00,0.00,1.00
603891,TABOR ACADEMY,Massachusetts,PLYMOUTH,MA,2738,1,Other,22,Suburb: Midsize,777,777,777,Full-implementation,1,1,1,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
63441005599,-99,Northern California,-99,NCA,-99,0,#NULL!,#NULL!,-99,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Emerging School,777.00,1.00,0.00,0.00,0.00
639126,ST JOSEPH ELEMENTARY SCHOOL,Michigan,IONIA,MI,48873,1,Other,42,Rural: Distant,777,777,777,Full-implementation,1,1,1,Other,Full-implementation School,10% or less,1.00,1.00,1.00,1.00
640288,ST MARY ELEMENTARY SCHOOL,Michigan,CLINTON,MI,48894,1,Other,42,Rural: Distant,777,777,777,Full-implementation,1,1,1,Other,Full-implementation School,10% or less,1.00,1.00,1.00,1.00
640936,-99,Michigan,-99,MI,-99,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Emerging School,10% or less,1.00,1.00,0.00,0.00
643336,GRAND RAPIDS CHRISTIAN HIGH SCHOOL,Michigan,Kent,MI,49506,1,Other,12,City: Midsize,501-1000,777,26%-50%,Full-implementation,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
643675,ZEELAND CHRISTIAN SCHOOL,Michigan,OTTAWA,MI,49464,0,#NULL!,23,Suburb: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
735148,MAGNOLIA SPEECH SCHOOL,Mississippi,HINDS,MS,39209,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
750687,ACADEMY OF THE SACRED HEART,Missouri,ST. CHARLES,MO,63301,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
751716,CHAMINADE COLLEGE PREP SCHOOL,Missouri,ST. LOUIS,MO,63131,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Emerging School,11%-25%,1.00,0.00,0.00,0.00
754615,LUTHERAN HIGH SCHOOL SOUTH,Missouri,ST. LOUIS,MO,63123,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
809247,MADONNA SCHOOL,Nebraska,DOUGLAS,NE,68104,1,Elementary,11,City: Large,777,777,777,Developing,1,0,1,Elementary,Emerging School,11%-25%,1.00,0.00,1.00,1.00
809484,MARIAN HIGH SCHOOL,Nebraska,DOUGLAS,NE,68134,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
851721,ST THOMAS AQUINAS HIGH SCHOOL,New Hampshire,STRAFFORD,NH,3820,0,#NULL!,23,Suburb: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
851958,PROCTOR ACADEMY,New Hampshire,MERRIMACK,NH,3216,1,Other,42,Rural: Distant,777,777,777,Emerging,0,0,1,Other,Emerging School,11%-25%,1.00,0.00,0.00,0.00
852135,-99,New Hampshire,-99,NH,-99,1,Other,42,Rural: Distant,777,777,777,Emerging,0,1,1,Other,Emerging School,11%-25%,1.00,0.00,1.00,1.00
866498,NOTRE DAME HIGH SCHOOL,New Jersey,MERCER,NJ,8648,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
868746,PEDDIE SCHOOL,New Jersey,MERCER,NJ,8520,0,#NULL!,23,Suburb: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
920301,ST JOHN VILLA ACADEMY - HIGH SCHOOL,New York,RICHMOND,NY,10305,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
926438,BISHOP LOUGHLIN MEMORIAL HIGH SCHOOL,New York,KINGS,NY,11238,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
937075,RIVERDALE COUNTRY SCHOOL,New York,BRONX,NY,10471,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
939505,ETHICAL CULTURE FIELDSTON SCHOOLS,New York,NEW YORK,NY,10023,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
939549,PACKER COLLEGIATE INSTITUTE,New York,KINGS,NY,11201,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1010823,CHARLOTTE CATHOLIC HIGH SCHOOL,North Carolina,MECKLENBURG,NC,28226,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1010845,ST MARY'S SCHOOL,North Carolina,WAKE,NC,27603,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1011157,PROVIDENCE DAY SCHOOL,North Carolina,MECKLENBURG,NC,28270,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1011576,ASHEVILLE CHRISTIAN ACADEMY,North Carolina,BUNCOMBE,NC,28778,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1011634,CHARLOTTE CHRISTIAN SCHOOL,North Carolina,MECKLENBURG,NC,28270,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1011714,CHARLOTTE COUNTRY DAY SCHOOL,North Carolina,MECKLENBURG,NC,28226,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1012842,CANNON SCHOOL,North Carolina,CABARRUS,NC,28027,1,Other,13,City: Small,777,777,777,Emerging,0,1,0,Other,Emerging School,11%-25%,1.00,0.00,1.00,0.00
1160813,LA SALLE CATHOLIC COLLEGE PREPARATORY,Oregon,CLACKAMAS,OR,97222,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1188293,BISHOP MCDEVITT HIGH SCHOOL,Pennsylvania,MONTGOMERY,PA,19095,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1257281,LA SALLE ACADEMY,Rhode Island,PROVIDENCE,RI,2908,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1257543,BISHOP HENDRICKEN HIGH SCHOOL,Rhode Island,KENT,RI,2889,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Full-implementation School,11%-25%,1.00,1.00,1.00,1.00
1257907,ST ANDREWS SCHOOL,Rhode Island,BRISTOL,RI,2806,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1258059,PROVIDENCE COUNTRY DAY SCHOOL,Rhode Island,PROVIDENCE,RI,2914,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1262735,ST JOHN CATHOLIC SCHOOL,South Carolina,CHARLESTON,SC,29405,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Full-implementation School,26%-50%,1.00,1.00,1.00,1.00
1262983,NATIVITY SCHOOL,South Carolina,CHARLESTON,SC,29412,1,Other,12,City: Midsize,777,777,777,Full-implementation,1,1,1,Other,Full-implementation School,26%-50%,1.00,1.00,1.00,1.00
1324487,-99,Texas,-99,TX,-99,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Developing School,26%-50%,1.00,1.00,0.00,1.00
1433565,THE STEWARD SCHOOL,Virginia,HENRICO,VA,23238,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1433645,COLLEGIATE SCHOOL,Virginia,HENRICO,VA,23229,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1433995,GEARA GROUP/EDUCATIONAL DEVELOPMENTAL CENTER,Virginia,RICHMOND,VA,23260,0,#NULL!,12,City: Midsize,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1460577,ST CATHERINE SCHOOL,Washington,KING,WA,98115,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1462315,UNIVERSITY PREP,Washington,KING,WA,98115,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1506092,DIVINE SAVIOR HOLY ANGELS HIGH SCHOOL,Wisconsin,MILWAUKEE,WI,53222,0,#NULL!,11,City: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1506456,CATHOLIC MEMORIAL HIGH SCHOOL,Wisconsin,WAUKESHA,WI,53186,0,#NULL!,13,City: Small,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,99.00,#NULL!,0.00,#NULL!,#NULL!,#NULL!
1601838,ST IGNATIUS COLLEGE PREP,Illinois,COOK,IL,60608,1,Other,11,-99,777,777,777,Developing,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
1604464,GEORGETOWN PREPARATORY SCHOOL,Maryland,MONTGOMERY,MD,20852,0,#NULL!,21,Suburb: Large,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Other,Full-implementation School,26%-50%,1.00,1.00,1.00,1.00
